D Time (seconds)	Pitot Pressure (PSIG)	Plenum Pressure (PSIG)	Tank Pressure (PSIG)			Pitot Pressure (Static Pressure) (PSIA)	Plenum Pressure(Total Pressure) (PSIA)	Tank Pressure (PSIA)	P/Po	Mach	A/A*	A* (in^2)	Average A*	Average Mach	Mach Angle	Pitot Pressure ()	Plenum Pressure 	Mach #	Mach Angle
9.12	0.604	72.979	89.183	-13.356		1.3649	87.6489	103.3029	0.015572357	3.379724045	6.067161643	3.797492362	#DIV/0!	#DIV/0!	0.300378882	14.9479	16.6909	0.400087535	#REF!
9.15	0.566	72.953	88.607	-13.331		1.3819	87.3949	103.7809	0.015812135	3.369123515	6.007056744	3.83548899	#DIV/0!	#DIV/0!	0.301353624	14.9479	16.6909	0.400087535	#REF!
9.178	0.642	72.699	89.085	-13.314		1.3479	87.4029	103.4249	0.015421685	3.386475843	6.105737644	3.773499836	#DIV/0!	#DIV/0!	0.299761373	14.9479	16.6909	0.400087535	#REF!
9.206	0.596	72.707	88.729	-13.348		1.3479	87.3949	103.4009	0.015423097	3.386412254	6.105373262	3.773725047	#DIV/0!	#DIV/0!	0.299767177	14.9479	16.6909	0.400087535	#REF!
9.24	0.621	72.699	88.705	-13.348		1.3859	87.2589	103.0819	0.015882621	3.36604038	5.989680535	3.846615836	#DIV/0!	#DIV/0!	0.301638333	14.9479	16.6909	0.400087535	#REF!
9.27	0.688	72.563	88.386	-13.31		1.3519	87.1479	102.9719	0.015512709	3.38238849	6.082357437	3.788004937	#DIV/0!	#DIV/0!	0.300134887	14.9479	16.6909	0.400087535	#REF!
9.299	0.617	72.452	88.276	-13.344		1.3819	87.0849	102.9719	0.015868423	3.366660231	5.993170151	3.844376085	#DIV/0!	#DIV/0!	0.301581049	14.9479	16.6909	0.400087535	#REF!
9.329	0.659	72.389	88.276	-13.314		1.3739	87.1189	103.2419	0.015770401	3.370956048	6.017407103	3.828891681	#DIV/0!	#DIV/0!	0.301184659	14.9479	16.6909	0.400087535	#REF!
9.358	0.587	72.423	88.546	-13.322		1.3649	87.0299	103.2659	0.015683116	3.374805693	6.039204847	3.815071783	#DIV/0!	#DIV/0!	0.300830337	14.9479	16.6909	0.400087535	#REF!
9.39	0.587	72.334	88.57	-13.331		1.3519	86.9699	103.3759	0.015544458	3.38096889	6.074256774	3.793056642	#DIV/0!	#DIV/0!	0.300264836	14.9479	16.6909	0.400087535	#REF!
9.42	0.642	72.274	88.68	-13.344		1.3819	86.9529	102.8129	0.015892512	3.365608898	5.987252517	3.848175759	#DIV/0!	#DIV/0!	0.301678221	14.9479	16.6909	0.400087535	#REF!
9.45	0.705	72.257	88.117	-13.314		1.3569	86.9319	102.9599	0.01560877	3.378102962	6.05793374	3.80327699	#DIV/0!	#DIV/0!	0.300527529	14.9479	16.6909	0.400087535	#REF!
9.48	0.596	72.236	88.264	-13.339		1.3689	86.8719	102.2239	0.015757685	3.371515467	6.020570094	3.826880119	#DIV/0!	#DIV/0!	0.301133117	14.9479	16.6909	0.400087535	#REF!
9.509	0.646	72.176	87.528	-13.327		1.3569	86.8049	102.3099	0.015631606	3.37708836	6.052164881	3.806902233	#DIV/0!	#DIV/0!	0.30062064	14.9479	16.6909	0.400087535	#REF!
9.538	0.621	72.109	87.614	-13.339		1.3779	86.7369	102.6899	0.015885972	3.365894133	5.988857477	3.847144482	#DIV/0!	#DIV/0!	0.301651851	14.9479	16.6909	0.400087535	#REF!
9.566	0.713	72.041	87.994	-13.318		1.3519	86.7239	102.5059	0.015588552	3.379002565	6.063053043	3.800065715	#DIV/0!	#DIV/0!	0.30044502	14.9479	16.6909	0.400087535	#REF!
9.595	0.604	72.028	87.81	-13.344		1.3689	86.6179	102.1749	0.015803893	3.369485036	6.009097333	3.834186522	#DIV/0!	#DIV/0!	0.301320275	14.9479	16.6909	0.400087535	#REF!
9.625	0.675	71.922	87.479	-13.327		1.3479	86.5539	102.0649	0.015572955	3.379697403	6.067009879	3.797587355	#DIV/0!	#DIV/0!	0.300381323	14.9479	16.6909	0.400087535	#REF!
9.653	0.591	71.858	87.369	-13.348		1.3609	86.4909	101.8079	0.015734603	3.372532091	6.026322153	3.823227404	#DIV/0!	#DIV/0!	0.301039497	14.9479	16.6909	0.400087535	#REF!
9.682	0.667	71.795	87.112	-13.335		1.3229	86.4569	102.4699	0.015301266	3.391923422	6.137029384	3.754259359	#DIV/0!	#DIV/0!	0.299265023	14.9479	16.6909	0.400087535	#REF!
9.71	0.633	71.761	87.774	-13.373		1.3569	86.4009	102.5679	0.015704698	3.3738517	6.033796187	3.818491591	#DIV/0!	#DIV/0!	0.300918064	14.9479	16.6909	0.400087535	#REF!
9.739	0.629	71.705	87.872	-13.339		1.3649	86.3119	101.9429	0.015813578	3.36906025	6.006699713	3.835716966	#DIV/0!	#DIV/0!	0.30135946	14.9479	16.6909	0.400087535	#REF!
9.768	0.692	71.616	87.247	-13.331		1.3439	86.2189	102.0899	0.01558707	3.37906856	6.063428752	3.799830252	#DIV/0!	#DIV/0!	0.300438969	14.9479	16.6909	0.400087535	#REF!
9.798	0.671	71.523	87.394	-13.352		1.3569	86.2099	101.7949	0.015739492	3.372316648	6.025102745	3.824001179	#DIV/0!	#DIV/0!	0.301059332	14.9479	16.6909	0.400087535	#REF!
9.827	0.663	71.514	87.099	-13.339		1.3399	86.2399	101.3909	0.015536892	3.381306927	6.076184798	3.791853074	#DIV/0!	#DIV/0!	0.300233882	14.9479	16.6909	0.400087535	#REF!
9.856	0.625	71.544	86.695	-13.356		1.3569	86.0659	101.3179	0.015765826	3.371157261	6.018544594	3.82816803	#DIV/0!	#DIV/0!	0.301166118	14.9479	16.6909	0.400087535	#REF!
9.886	0.684	71.37	86.622	-13.339		1.3399	86.1089	101.9179	0.015560529	3.380251551	6.070167274	3.795612041	#DIV/0!	#DIV/0!	0.300330544	14.9479	16.6909	0.400087535	#REF!
9.916	0.587	71.413	87.222	-13.356		1.3569	85.9679	102.0159	0.015783798	3.370367213	6.014079469	3.831010235	#DIV/0!	#DIV/0!	0.30123893	14.9479	16.6909	0.400087535	#REF!
9.946	0.646	71.272	87.32	-13.339		1.3229	85.9769	101.8449	0.015386691	3.388054165	6.114788364	3.767914542	#DIV/0!	#DIV/0!	0.299617394	14.9479	16.6909	0.400087535	#REF!
9.976	0.608	71.281	87.149	-13.373		1.3439	85.9259	101.6239	0.01564022	3.376706055	6.049992496	3.808269187	#DIV/0!	#DIV/0!	0.300655739	14.9479	16.6909	0.400087535	#REF!
10.006	0.6	71.23	86.928	-13.352		1.3479	85.7559	102.0769	0.015717869	3.373270168	6.030501421	3.820577825	#DIV/0!	#DIV/0!	0.300971565	14.9479	16.6909	0.400087535	#REF!
10.035	0.617	71.06	87.381	-13.348		1.3439	85.7479	101.4159	0.015672687	3.375267192	6.041822947	3.8134186	#DIV/0!	#DIV/0!	0.300787917	14.9479	16.6909	0.400087535	#REF!
10.065	0.596	71.052	86.72	-13.352		1.3479	85.7099	101.4649	0.015726305	3.372898001	6.028393732	3.821913601	#DIV/0!	#DIV/0!	0.301005815	14.9479	16.6909	0.400087535	#REF!
10.094	0.583	71.014	86.769	-13.348		1.3479	85.6669	101.0109	0.015734198	3.37254994	6.026423186	3.823163308	#DIV/0!	#DIV/0!	0.301037854	14.9479	16.6909	0.400087535	#REF!
10.124	0.671	70.971	86.315	-13.348		1.3399	85.6629	101.1699	0.015641544	3.376647335	6.049658897	3.808479188	#DIV/0!	#DIV/0!	0.300661131	14.9479	16.6909	0.400087535	#REF!
10.154	0.575	70.967	86.474	-13.356		1.3569	85.5099	101.1089	0.015868338	3.366663926	5.993190961	3.844362736	#DIV/0!	#DIV/0!	0.301580708	14.9479	16.6909	0.400087535	#REF!
10.186	0.638	70.814	86.413	-13.339		1.3439	85.5529	100.6799	0.01570841	3.373687753	6.032867145	3.819079626	#DIV/0!	#DIV/0!	0.300933145	14.9479	16.6909	0.400087535	#REF!
10.217	0.591	70.857	85.984	-13.352		1.3399	85.4589	101.0599	0.015678882	3.374993014	6.040267396	3.81440067	#DIV/0!	#DIV/0!	0.300813117	14.9479	16.6909	0.400087535	#REF!
10.247	0.587	70.763	86.364	-13.356		1.3269	85.3739	101.2319	0.015542221	3.381068841	6.074826798	3.792700725	#DIV/0!	#DIV/0!	0.300255683	14.9479	16.6909	0.400087535	#REF!
10.276	0.591	70.678	86.536	-13.369		1.3609	85.3229	100.6069	0.015949997	3.363107003	5.97319215	3.857234025	#DIV/0!	#DIV/0!	0.301909721	14.9479	16.6909	0.400087535	#REF!
10.305	0.667	70.627	85.911	-13.335		1.3439	85.1579	101.4159	0.015781272	3.370478202	6.014706559	3.830610816	#DIV/0!	#DIV/0!	0.301228699	14.9479	16.6909	0.400087535	#REF!
10.335	0.65	70.462	86.72	-13.352		1.3399	85.2089	100.0429	0.015724883	3.372960698	6.028748757	3.821688534	#DIV/0!	#DIV/0!	0.301000045	14.9479	16.6909	0.400087535	#REF!
10.364	0.6	70.513	85.347	-13.356		1.3649	85.1539	100.2999	0.016028626	3.3597006	5.954098394	3.869603503	#DIV/0!	#DIV/0!	0.302225495	14.9479	16.6909	0.400087535	#REF!
10.394	0.659	70.458	85.604	-13.331		1.3399	85.0809	100.8149	0.015748541	3.371918029	6.022847173	3.825433277	#DIV/0!	#DIV/0!	0.301096038	14.9479	16.6909	0.400087535	#REF!
10.423	0.617	70.385	86.119	-13.356		1.3179	85.0599	100.4719	0.015493787	3.38323601	6.087198461	3.784992414	#DIV/0!	#DIV/0!	0.300057361	14.9479	16.6909	0.400087535	#REF!
10.452	0.617	70.364	85.776	-13.378		1.3399	84.9799	100.8399	0.015767258	3.371094278	6.01818852	3.828394528	#DIV/0!	#DIV/0!	0.301171921	14.9479	16.6909	0.400087535	#REF!
10.481	0.591	70.284	86.144	-13.356		1.3269	84.9409	100.2389	0.01562145	3.377539398	6.054728772	3.80529019	#DIV/0!	#DIV/0!	0.30057924	14.9479	16.6909	0.400087535	#REF!
10.515	0.566	70.245	85.543	-13.369		1.3439	84.7549	100.0669	0.01585631	3.3671895	5.996151329	3.84246473	#DIV/0!	#DIV/0!	0.301532154	14.9479	16.6909	0.400087535	#REF!
10.545	0.688	70.059	85.371	-13.352		1.3479	84.7499	99.6019	0.015904444	3.365088801	5.984327076	3.850056942	#DIV/0!	#DIV/0!	0.301726316	14.9479	16.6909	0.400087535	#REF!
10.575	0.646	70.054	84.906	-13.348		1.3229	84.6989	99.8709	0.015618857	3.377654595	6.055383764	3.804878584	#DIV/0!	#DIV/0!	0.300568668	14.9479	16.6909	0.400087535	#REF!
10.604	0.6	70.003	85.175	-13.373		1.3479	84.6489	100.5449	0.01592342	3.364262482	5.979681956	3.853047732	#DIV/0!	#DIV/0!	0.30180276	14.9479	16.6909	0.400087535	#REF!
10.634	0.65	69.953	85.849	-13.348		1.3269	84.7289	99.6259	0.015660536	3.375805318	6.044877096	3.811491885	#DIV/0!	#DIV/0!	0.30073847	14.9479	16.6909	0.400087535	#REF!
10.663	0.654	70.033	84.93	-13.369		1.3269	84.5809	100.1039	0.015687939	3.374592366	6.037994998	3.815836218	#DIV/0!	#DIV/0!	0.300849949	14.9479	16.6909	0.400087535	#REF!
10.692	0.583	69.885	85.408	-13.369		1.3139	84.5209	100.1039	0.015545268	3.380932758	6.074050726	3.793185312	#DIV/0!	#DIV/0!	0.300268145	14.9479	16.6909	0.400087535	#REF!
10.72	0.617	69.825	85.408	-13.382		1.3179	84.5039	99.3319	0.01559573	3.378683025	6.061234196	3.801206034	#DIV/0!	#DIV/0!	0.300474322	14.9479	16.6909	0.400087535	#REF!
10.748	0.587	69.808	84.636	-13.378		1.3229	84.5339	99.3199	0.015649343	3.376301424	6.047694048	3.809716533	#DIV/0!	#DIV/0!	0.300692898	14.9479	16.6909	0.400087535	#REF!
10.779	0.587	69.838	84.624	-13.373		1.3689	84.3939	99.7609	0.016220367	3.351468958	5.908194378	3.899668583	#DIV/0!	#DIV/0!	0.30299135	14.9479	16.6909	0.400087535	#REF!
10.808	0.663	69.698	85.065	-13.327		1.3229	84.2709	99.3569	0.015698183	3.374139522	6.035427514	3.817459483	#DIV/0!	#DIV/0!	0.300891591	14.9479	16.6909	0.400087535	#REF!
10.842	0.675	69.575	84.661	-13.373		1.3399	84.2069	100.0799	0.015911998	3.364759735	5.982476835	3.851247675	#DIV/0!	#DIV/0!	0.301756754	14.9479	16.6909	0.400087535	#REF!
10.872	0.642	69.511	85.384	-13.356		1.3439	84.2029	99.7239	0.015960258	3.362661447	5.970691432	3.858849559	#DIV/0!	#DIV/0!	0.301950986	14.9479	16.6909	0.400087535	#REF!
10.905	0.591	69.507	85.028	-13.352		1.3399	84.1349	99.8219	0.015925615	3.364166992	5.979145376	3.853393512	#DIV/0!	#DIV/0!	0.301811596	14.9479	16.6909	0.400087535	#REF!
10.935	0.629	69.439	85.126	-13.356		1.3309	84.0539	99.7119	0.015833888	3.368170463	6.001680404	3.838924843	#DIV/0!	#DIV/0!	0.301441574	14.9479	16.6909	0.400087535	#REF!
10.965	0.612	69.358	85.016	-13.365		1.3269	84.0419	98.7069	0.015788553	3.370158363	6.012899629	3.831761949	#DIV/0!	#DIV/0!	0.301258184	14.9479	16.6909	0.400087535	#REF!
10.995	0.642	69.346	84.011	-13.369		1.3229	84.0329	98.9029	0.015742644	3.372177768	6.024316806	3.824500062	#DIV/0!	#DIV/0!	0.30107212	14.9479	16.6909	0.400087535	#REF!
11.023	0.571	69.337	84.207	-13.373		1.3269	83.8589	98.7319	0.015823007	3.36864699	6.004368015	3.837206504	#DIV/0!	#DIV/0!	0.301397592	14.9479	16.6909	0.400087535	#REF!
11.052	0.654	69.163	84.036	-13.369		1.3399	83.8509	98.4249	0.015979554	3.361824388	5.965996024	3.861886583	#DIV/0!	#DIV/0!	0.302028541	14.9479	16.6909	0.400087535	#REF!
11.081	0.65	69.155	83.729	-13.356		1.3179	83.8169	99.2219	0.015723559	3.373019096	6.029079454	3.821478913	#DIV/0!	#DIV/0!	0.30099467	14.9479	16.6909	0.400087535	#REF!
11.11	0.583	69.121	84.526	-13.378		1.3139	83.7609	98.4869	0.015686317	3.374664114	6.038401879	3.815579099	#DIV/0!	#DIV/0!	0.300843353	14.9479	16.6909	0.400087535	#REF!
11.144	0.604	69.065	83.791	-13.382		1.3349	83.6809	98.7319	0.015952266	3.363008438	5.972638862	3.857591348	#DIV/0!	#DIV/0!	0.301918848	14.9479	16.6909	0.400087535	#REF!
11.174	0.558	68.985	84.036	-13.361		1.3479	83.5999	98.8659	0.016123225	3.355626147	5.931335347	3.884454116	#DIV/0!	#DIV/0!	0.302604081	14.9479	16.6909	0.400087535	#REF!
11.202	0.654	68.904	84.17	-13.348		1.3439	83.5749	98.1919	0.016080187	3.357476627	5.941663404	3.877701989	#DIV/0!	#DIV/0!	0.302432021	14.9479	16.6909	0.400087535	#REF!
11.23	0.654	68.879	83.496	-13.352		1.3519	83.5789	98.1069	0.016175135	3.353401295	5.918940144	3.892588781	#DIV/0!	#DIV/0!	0.302811215	14.9479	16.6909	0.400087535	#REF!
11.26	0.675	68.883	83.411	-13.344		1.3179	83.4729	98.5109	0.015788358	3.370166946	6.012948112	3.831731053	#DIV/0!	#DIV/0!	0.301257393	14.9479	16.6909	0.400087535	#REF!
11.289	0.659	68.777	83.815	-13.378		1.2889	83.3799	98.6339	0.015458162	3.384834754	6.096340299	3.779316585	#DIV/0!	#DIV/0!	0.299911227	14.9479	16.6909	0.400087535	#REF!
11.319	0.579	68.684	83.938	-13.407		1.3229	83.2819	98.6699	0.015884604	3.365953836	5.989193465	3.846928661	#DIV/0!	#DIV/0!	0.301646332	14.9479	16.6909	0.400087535	#REF!
11.348	0.591	68.586	83.974	-13.373		1.3099	83.1889	98.5599	0.015746091	3.372025904	6.023457504	3.825045663	#DIV/0!	#DIV/0!	0.301086104	14.9479	16.6909	0.400087535	#REF!
11.381	0.583	68.493	83.864	-13.386		1.3099	83.0779	98.5359	0.015767129	3.37109993	6.018220471	3.828374203	#DIV/0!	#DIV/0!	0.301171401	14.9479	16.6909	0.400087535	#REF!
11.411	0.591	68.382	83.84	-13.386		1.3229	83.0699	98.7069	0.015925143	3.364187534	5.979260806	3.853319122	#DIV/0!	#DIV/0!	0.301809695	14.9479	16.6909	0.400087535	#REF!
11.441	0.642	68.374	84.011	-13.373		1.3439	83.1499	97.7269	0.016162377	3.353947405	5.921980403	3.890590382	#DIV/0!	#DIV/0!	0.302760346	14.9479	16.6909	0.400087535	#REF!
11.471	0.646	68.454	83.031	-13.352		1.3059	83.1159	98.2049	0.015711795	3.373538265	6.032020157	3.819615883	#DIV/0!	#DIV/0!	0.300946898	14.9479	16.6909	0.400087535	#REF!
11.5	0.642	68.42	83.509	-13.39		1.3059	83.0779	97.8369	0.015718982	3.373221059	6.030223262	3.820754058	#DIV/0!	#DIV/0!	0.300976084	14.9479	16.6909	0.400087535	#REF!
11.53	0.583	68.382	83.141	-13.39		1.3059	83.0269	97.9719	0.015728637	3.372795125	6.02781124	3.822282929	#DIV/0!	#DIV/0!	0.301015284	14.9479	16.6909	0.400087535	#REF!
11.56	0.566	68.331	83.276	-13.39		1.3269	82.8569	98.2409	0.016014357	3.360317408	5.957551504	3.867360607	#DIV/0!	#DIV/0!	0.302168267	14.9479	16.6909	0.400087535	#REF!
11.59	0.608	68.161	83.545	-13.369		1.2839	82.7849	98.0329	0.015508867	3.382560483	6.083339568	3.787393378	#DIV/0!	#DIV/0!	0.300119151	14.9479	16.6909	0.400087535	#REF!
11.62	0.591	68.089	83.337	-13.412		1.3349	82.7469	97.4079	0.016132326	3.355235506	5.929157224	3.885881101	#DIV/0!	#DIV/0!	0.302640429	14.9479	16.6909	0.400087535	#REF!
11.649	0.684	68.051	82.712	-13.361		1.3349	82.6919	97.7999	0.016143056	3.354775271	5.926592028	3.887563019	#DIV/0!	#DIV/0!	0.302683264	14.9479	16.6909	0.400087535	#REF!
11.679	0.583	67.996	83.104	-13.361		1.3309	82.6499	96.9789	0.016102863	3.356500979	5.93621593	3.881260431	#DIV/0!	#DIV/0!	0.302522713	14.9479	16.6909	0.400087535	#REF!
11.707	0.633	67.954	82.283	-13.365		1.2889	82.5899	97.4199	0.015606024	3.378225035	6.058628173	3.802841063	#DIV/0!	#DIV/0!	0.30051633	14.9479	16.6909	0.400087535	#REF!
11.734	0.654	67.894	82.724	-13.407		1.3099	82.5989	97.3589	0.015858565	3.36709096	5.995596183	3.842820513	#DIV/0!	#DIV/0!	0.301541257	14.9479	16.6909	0.400087535	#REF!
11.763	0.654	67.903	82.663	-13.386		1.3349	82.4919	97.1629	0.016182195	3.353099311	5.917259598	3.893694305	#DIV/0!	#DIV/0!	0.302839352	14.9479	16.6909	0.400087535	#REF!
11.793	0.65	67.796	82.467	-13.361		1.3059	82.4369	97.9959	0.015841207	3.367850082	5.999874092	3.840080583	#DIV/0!	#DIV/0!	0.301471151	14.9479	16.6909	0.400087535	#REF!
11.823	0.633	67.741	83.3	-13.39		1.3179	82.2549	97.6289	0.016022146	3.359980649	5.955665972	3.868584992	#DIV/0!	#DIV/0!	0.302199509	14.9479	16.6909	0.400087535	#REF!
11.852	0.633	67.559	82.933	-13.378		1.3229	82.3309	96.6599	0.016068086	3.357997866	5.944575638	3.875802312	#DIV/0!	#DIV/0!	0.302383591	14.9479	16.6909	0.400087535	#REF!
11.881	0.642	67.635	81.964	-13.373		1.3009	82.2589	96.7219	0.015814702	3.369010986	6.006421713	3.835894498	#DIV/0!	#DIV/0!	0.301364005	14.9479	16.6909	0.400087535	#REF!
11.911	0.646	67.563	82.026	-13.395		1.3349	82.1999	97.0039	0.016239679	3.350645679	5.903621685	3.9026891	#DIV/0!	#DIV/0!	0.303068163	14.9479	16.6909	0.400087535	#REF!
11.941	0.65	67.504	82.308	-13.361		1.3009	82.1699	97.1629	0.015831831	3.368260493	6.002188084	3.838600137	#DIV/0!	#DIV/0!	0.301433264	14.9479	16.6909	0.400087535	#REF!
11.971	0.596	67.474	82.467	-13.395		1.3059	82.0339	97.5059	0.015919029	3.364453614	5.980756094	3.852355728	#DIV/0!	#DIV/0!	0.301785074	14.9479	16.6909	0.400087535	#REF!
12.001	0.68	67.338	82.81	-13.39		1.2889	81.9699	97.0399	0.015724065	3.372996809	6.028953243	3.821558913	#DIV/0!	#DIV/0!	0.300996721	14.9479	16.6909	0.400087535	#REF!
12.03	0.692	67.274	82.344	-13.407		1.2929	81.9529	97.5059	0.015776135	3.370703975	6.015982372	3.829798456	#DIV/0!	#DIV/0!	0.301207889	14.9479	16.6909	0.400087535	#REF!
12.058	0.68	67.257	82.81	-13.403		1.3309	81.9409	96.3789	0.016242194	3.350538547	5.903026888	3.90308234	#DIV/0!	#DIV/0!	0.303078162	14.9479	16.6909	0.400087535	#REF!
12.088	0.654	67.245	81.683	-13.365		1.3009	81.9409	96.1459	0.015876077	3.366326004	5.991288296	3.845583598	#DIV/0!	#DIV/0!	0.301611934	14.9479	16.6909	0.400087535	#REF!
12.118	0.671	67.245	81.45	-13.395		1.3269	81.8859	96.7949	0.016204255	3.352156598	5.912016257	3.897147606	#DIV/0!	#DIV/0!	0.302927222	14.9479	16.6909	0.400087535	#REF!
12.148	0.638	67.19	82.099	-13.369		1.3059	81.7789	96.8199	0.015968667	3.362296544	5.968644112	3.860173193	#DIV/0!	#DIV/0!	0.30198479	14.9479	16.6909	0.400087535	#REF!
12.178	0.692	67.083	82.124	-13.39		1.2839	81.7919	96.4029	0.015697153	3.374185018	6.035685416	3.817296365	#DIV/0!	#DIV/0!	0.300887407	14.9479	16.6909	0.400087535	#REF!
12.207	0.591	67.096	81.707	-13.412		1.2759	81.6729	96.1209	0.015622073	3.377511713	6.054571371	3.805389116	#DIV/0!	#DIV/0!	0.300581781	14.9479	16.6909	0.400087535	#REF!
12.234	0.583	66.977	81.425	-13.42		1.2969	81.6729	96.0229	0.015879196	3.366189828	5.990521716	3.8460757	#DIV/0!	#DIV/0!	0.30162452	14.9479	16.6909	0.400087535	#REF!
12.264	0.642	66.977	81.327	-13.399		1.3099	81.6219	96.3659	0.016048389	3.358847246	5.949324114	3.872708825	#DIV/0!	#DIV/0!	0.302304707	14.9479	16.6909	0.400087535	#REF!
12.293	0.596	66.926	81.67	-13.386		1.2799	81.5709	96.1699	0.015690645	3.374472732	6.037316608	3.816264989	#DIV/0!	#DIV/0!	0.300860949	14.9479	16.6909	0.400087535	#REF!
12.321	0.646	66.875	81.474	-13.416		1.3059	81.4779	96.4279	0.016027659	3.359742374	5.9543322	3.869451557	#DIV/0!	#DIV/0!	0.302221619	14.9479	16.6909	0.400087535	#REF!
12.35	0.675	66.782	81.732	-13.39		1.3099	81.4309	96.4029	0.016086031	3.357225024	5.940258143	3.87861932	#DIV/0!	#DIV/0!	0.302455404	14.9479	16.6909	0.400087535	#REF!
12.38	0.621	66.735	81.707	-13.386		1.2589	81.3849	96.7089	0.015468471	3.384371692	6.093691126	3.780959606	#DIV/0!	#DIV/0!	0.299953538	14.9479	16.6909	0.400087535	#REF!
12.41	0.625	66.689	82.013	-13.437		1.2889	81.3419	95.7899	0.015845462	3.367663904	5.99882465	3.840752371	#DIV/0!	#DIV/0!	0.301488342	14.9479	16.6909	0.400087535	#REF!
12.44	0.621	66.646	81.094	-13.407		1.2719	81.2869	95.9009	0.015647048	3.376403208	6.048272141	3.809352401	#DIV/0!	#DIV/0!	0.30068355	14.9479	16.6909	0.400087535	#REF!
12.469	0.579	66.591	81.205	-13.424		1.2929	81.1599	96.3789	0.015930281	3.363964002	5.978004891	3.854128664	#DIV/0!	#DIV/0!	0.301830382	14.9479	16.6909	0.400087535	#REF!
12.499	0.642	66.464	81.683	-13.403		1.3179	81.1979	95.7539	0.016230715	3.351027669	5.905742934	3.901287316	#DIV/0!	#DIV/0!	0.303032518	14.9479	16.6909	0.400087535	#REF!
12.528	0.629	66.502	81.058	-13.378		1.3179	81.1169	95.5329	0.016246923	3.350337165	5.901908977	3.903821643	#DIV/0!	#DIV/0!	0.303096958	14.9479	16.6909	0.400087535	#REF!
12.557	0.663	66.421	80.837	-13.378		1.3349	81.0489	95.5569	0.016470304	3.340895169	5.849717485	3.938651749	#DIV/0!	#DIV/0!	0.303980922	14.9479	16.6909	0.400087535	#REF!
12.586	0.667	66.353	80.861	-13.361		1.2719	81.0319	96.1459	0.015696288	3.374223286	6.035902349	3.81715917	#DIV/0!	#DIV/0!	0.300883887	14.9479	16.6909	0.400087535	#REF!
12.616	0.625	66.336	81.45	-13.424		1.2679	81.0369	95.9249	0.015645959	3.376451498	6.048546423	3.809179659	#DIV/0!	#DIV/0!	0.300679115	14.9479	16.6909	0.400087535	#REF!
12.646	0.587	66.341	81.229	-13.428		1.2889	80.9089	95.2629	0.015930262	3.363964808	5.978009419	3.854125744	#DIV/0!	#DIV/0!	0.301830308	14.9479	16.6909	0.400087535	#REF!
12.675	0.579	66.213	80.567	-13.407		1.2629	80.9139	95.4589	0.015607949	3.378139465	6.058141385	3.803146631	#DIV/0!	#DIV/0!	0.30052418	14.9479	16.6909	0.400087535	#REF!
12.704	0.617	66.218	80.763	-13.433		1.3139	80.8249	95.4589	0.016256129	3.349945266	5.899734032	3.905260792	#DIV/0!	#DIV/0!	0.303133544	14.9479	16.6909	0.400087535	#REF!
12.732	0.65	66.129	80.763	-13.382		1.3179	80.7179	94.6869	0.016327233	3.346926502	5.883005893	3.916365276	#DIV/0!	#DIV/0!	0.303415662	14.9479	16.6909	0.400087535	#REF!
12.76	0.646	66.022	79.991	-13.378		1.2969	80.6889	94.8709	0.016072843	3.357792925	5.943430447	3.876549109	#DIV/0!	#DIV/0!	0.302402631	14.9479	16.6909	0.400087535	#REF!
12.79	0.663	65.993	80.175	-13.399		1.2629	80.6119	95.1159	0.015666421	3.375544618	6.043397309	3.812425168	#DIV/0!	#DIV/0!	0.300762423	14.9479	16.6909	0.400087535	#REF!
12.82	0.663	65.916	80.42	-13.433		1.2679	80.5739	95.7289	0.015735865	3.372476484	6.026007396	3.823427103	#DIV/0!	#DIV/0!	0.301044616	14.9479	16.6909	0.400087535	#REF!
12.85	0.604	65.878	81.033	-13.428		1.3059	80.5019	95.1649	0.016221977	3.351400253	5.907812647	3.899920559	#DIV/0!	#DIV/0!	0.302997759	14.9479	16.6909	0.400087535	#REF!
12.879	0.667	65.806	80.469	-13.39		1.3009	80.5359	94.2459	0.016153045	3.354347137	5.924206685	3.889128321	#DIV/0!	#DIV/0!	0.302723122	14.9479	16.6909	0.400087535	#REF!
12.908	0.625	65.84	79.55	-13.395		1.3229	80.4849	94.4909	0.016436624	3.342309906	5.857509814	3.933412104	#DIV/0!	#DIV/0!	0.30384814	14.9479	16.6909	0.400087535	#REF!
12.937	0.667	65.789	79.795	-13.373		1.3139	80.4469	94.4669	0.016332513	3.346702946	5.881768858	3.917188954	#DIV/0!	#DIV/0!	0.303436576	14.9479	16.6909	0.400087535	#REF!
12.968	0.654	65.751	79.771	-13.382		1.2969	80.3409	95.0059	0.016142463	3.354800715	5.926733818	3.887470015	#DIV/0!	#DIV/0!	0.302680896	14.9479	16.6909	0.400087535	#REF!
12.998	0.659	65.645	80.31	-13.399		1.3099	80.3279	94.1969	0.016306912	3.347787805	5.887774153	3.913193577	#DIV/0!	#DIV/0!	0.303335115	14.9479	16.6909	0.400087535	#REF!
13.028	0.659	65.632	79.501	-13.386		1.2929	80.2519	94.3199	0.016110522	3.356171773	5.934378888	3.882461911	#DIV/0!	#DIV/0!	0.302553327	14.9479	16.6909	0.400087535	#REF!
13.058	0.675	65.556	79.624	-13.403		1.2629	80.1669	94.6629	0.015753385	3.371704744	6.021640633	3.826199769	#DIV/0!	#DIV/0!	0.301115682	14.9479	16.6909	0.400087535	#REF!
